words,0,1,2,3,4
absorb,0.0,0.0,0.0,2.8361581920903953,0.0
process,0.0,0.0,0.0,2.741242937853108,0.0
become,0.0,0.0,0.0,0.0,0.0
yes,0.0,0.0,0.0,0.0,0.0
flame,0.0,0.0,0.0,0.0,1.1023418294734115
hertz,0.0,0.0,0.0,0.0,1.079052917583128
atom,0.0,0.0,3.120617110799439,0.0,0.0
handle,0.0,0.0,0.0,0.0,0.0
focal,0.0,0.0,0.0,0.0,1.989908138180877
produce,0.0,0.2043741808650065,0.0,0.0,0.22434060957802684
piece,0.0,0.3719100407747195,0.0,0.0,0.21671626342347
ability,0.0,0.0,0.0,0.0,0.0
beaker,0.0,0.0,0.0,3.7502824858757062,0.0
overtake,0.0,1.1136595310907236,0.0,0.0,0.0
shape,0.0,4.817787971457696,0.0,0.0,0.0
initial,0.0,0.0,0.562178588125292,0.0,0.0
region,0.0,0.0,0.0,0.0,1.9355673437702159
good,0.0,0.0,0.0,0.44519774011299396,0.0
inner,0.0,0.0,0.0,0.877966101694915,0.0
detect,0.0,0.0,0.0,0.0,3.079311683270798
substance,0.0,0.0,0.0,0.9861985472154965,0.0
kilogram,0.0,2.324159021406728,0.0,0.0,0.0
speed,0.0,0.5019704747342361,0.0,0.18389830508474575,0.0
try,0.0,0.6821270812096496,0.0,0.0,0.0
poor,0.0,0.0,0.0,0.0,0.0
separate,0.0,0.0,0.0,0.30861581920903947,0.3186052529434597
differ,0.0,0.0,0.0,0.0,1.4115668262388401
screening,0.0,0.0,0.0,0.0,0.0
tank,0.0,0.0,0.0,0.0,1.123043084486997
many,0.0,0.0,0.0,0.0,0.0
shelf,0.0,1.4564220183486234,0.0,0.0,0.0
cube,0.0,0.0,0.0,2.1005649717514125,0.0
enough,0.0,0.0,0.0,0.0,0.0
strength,0.0,1.864169215086646,0.0,0.0,0.0
box,0.0,2.5,0.0,0.0,0.0
find,0.0,0.0,0.0,0.0,0.0
zag,0.0,0.0,0.0,0.604519774011299,0.0
purpose,0.0,0.0,0.0,0.0,1.3805149437184625
release,0.0,0.0,0.0,0.28625235404896393,0.0
rubber,0.0,1.7189092762487255,0.0,0.0,0.0
figure,0.0,1.9699286442405701,0.0,0.0,0.0
orbit,0.0,0.7976554536187562,0.7199625993454885,0.0,0.0
first,0.0,0.0,0.0,0.0,0.0
label,0.0,0.3032619775739041,0.0,0.0,0.9587268728166641
range,0.0,0.0,0.0,0.0,1.122180532194764
composition,0.0,0.0,1.858345021037868,0.0,0.0
heat,0.0,0.0,0.0,2.059887005649718,0.0
quickly,0.0,0.0,0.0,1.112994350282486,0.0
planet,0.0,2.568807339449541,0.0,0.0,0.0
store,0.0,0.135703363914373,0.0,0.3915254237288135,0.0
onto,0.0,0.0,0.0,0.0,0.0
engineer,0.0,0.0,0.0,2.2045197740112994,0.0
incident,0.0,0.0,0.0,0.0,0.06986673567085
ultra,0.0,0.0,0.0,0.0,0.0
ray,0.0,0.0,0.0,0.0,1.4875723649256873
calculate,0.0,3.4288990825688073,0.0,0.0,0.0
condense,0.0,0.0,0.0,4.102824858757062,0.0
television,0.0,0.0,0.0,0.0,2.339241816535127
high,0.0,0.0,0.0,0.14067796610169475,0.0
fire,0.0,0.0,0.0,0.0,0.0
available,0.0,0.0,0.0,0.0,0.0
sea,0.0,0.0,0.0,0.0,1.6159917194979938
electricity,0.0,3.3358817533129455,0.0,0.0,0.0
list,0.0,0.0,0.0,0.0,2.7869064562039068
emission,0.0,0.0,2.0874240299205233,0.0,0.0
room,0.0,0.0,0.0,1.9751412429378534,0.0
grill,0.0,0.0,0.0,0.438418079096045,0.0
thermometer,0.0,0.0,0.0,3.033898305084746,0.0
internal,0.0,0.09187964176496279,0.0,0.0,0.5140195552926823
half,0.0,0.0,0.0,0.0160075329566855,0.0
long,0.0,0.0,0.0,0.0,0.0
identical,0.0,0.8549949031600406,0.0,0.0,0.0
unstable,0.0,0.0,0.9315100514258995,0.0,0.0
pollen,0.0,0.0,0.0,2.007909604519774,0.0
burn,0.0,0.5415392456676861,0.0,0.0,0.0
bag,0.0,1.6118756371049945,0.0,0.0,0.0
scanner,0.0,0.0,0.0,0.0,2.960279466942683
density,0.0,2.4963897383622156,0.0,0.7446327683615818,0.0
amplitude,0.0,0.0,0.0,0.0,2.385819640315694
red,0.0,0.0,0.0,0.0,2.23702936990555
sing,0.0,0.0,0.0,0.0,0.0
penetrate,0.0,0.0,0.340112201963534,0.0,0.0
exactly,0.0,0.0,0.0,0.0,0.0
life,0.0,0.0,0.0,0.0,0.0
irregularly,0.0,3.1562181447502544,0.0,0.0,0.0
floor,0.0,0.7038417431192661,0.0,0.11362994350282488,0.021348169232759624
four,0.0,0.0,0.0,0.0,0.0
kinetic,0.0,1.7650993883792048,0.0,0.5475282485875707,0.0
radioactive,0.0,0.0,3.2211313697989716,0.0,0.0
three,0.0,0.0,0.0,0.0,0.0
positive,0.0,0.0,0.42192613370733945,0.0,0.0
seal,0.0,0.0,0.0,1.43954802259887,0.0
sealed,0.0,0.0,0.5668536699392239,0.0,0.0
week,0.0,0.0,0.303880317905563,0.0,0.0
sun,0.0,0.0,0.0,1.5118644067796612,0.0
beam,0.0,1.6730377166156978,0.0,0.0,0.0
freezing,0.0,0.0,0.0,1.687005649717514,0.0
five,0.0,0.0,0.0,0.0,0.0
per,0.0,0.0,0.0,0.0,0.0
loudness,0.0,0.0,0.0,0.0,2.120584810454133
total,0.0,0.0,0.0,0.32378017462763214,0.064750232301015
slope,0.0,3.2122833843017324,0.0,0.0,0.0
storm,0.0,0.0,0.0,1.3175141242937856,0.0
singer,0.0,0.0,0.0,0.0,0.0
gravity,0.0,3.515545361875636,0.0,0.0,0.0
precaution,0.0,0.0,0.14960261804581548,0.0,0.0
americium,0.0,0.0,2.183263207106124,0.0,0.0
randomly,0.0,0.0,0.0,0.0,0.0
occur,0.0,0.0,0.17765310892940622,1.6286016949152544,0.0
longitudinal,0.0,0.0,0.0,0.0,2.0934144132488024
however,0.0,0.0,0.0,0.0,0.0
gas,0.0,0.0,0.0,3.045197740112995,0.0
bed,0.0,0.0,0.0,0.0,0.5679906844352435
syringe,0.0,0.0,0.0,1.830508474576271,0.0
human,0.0,0.0,0.0,0.0,1.1398628541855345
path,0.0,0.0,0.05931510051425875,0.0,0.46755725190839675
cupboard,0.0,0.0,0.0,1.2060734463276837,0.2982274550394615
colour,0.0,0.0,0.0,0.0,3.702936990555052
straight,0.0,0.3330466360856268,0.0,0.0,0.0
far,0.0,0.0,0.0,0.0,0.0
geothermal,0.0,2.305045871559633,0.0,0.0,0.0
rectangular,0.0,0.0,0.0,2.1977401129943503,0.0
bottom,0.0,0.0,0.0,0.0,0.0
skier,0.0,0.7033639143730885,0.0,0.0,0.0
angle,0.0,0.0,0.0,0.0,1.147625824815629
ship,0.0,0.0,0.0,0.0,0.8927416224608615
car,0.0,0.940366972477064,0.0,0.0,0.0
take,0.0,0.0,0.0,0.0,0.0
evaporation,0.0,0.0,0.0,5.0,0.0
notation,0.0,0.0,3.0528284244974286,0.0,0.0
decay,0.0,0.0,1.804581580177653,0.0,0.0
journey,0.0,0.2905198776758405,0.0,0.0,0.0
sound,0.0,0.0,0.0,0.0,2.0856514426187083
group,0.0,0.0,0.0,0.0,1.1010480010350625
effective,0.0,0.0,0.0,0.0,0.0
division,0.0,0.0,0.0,0.975141242937853,0.0
pour,0.0,0.0,0.0,2.9163841807909607,0.0
ripple,0.0,0.0,0.0,0.0,0.5861042825721305
van,0.0,0.59887869520897,0.0,0.0,0.0
generator,0.0,2.4592252803261974,0.0,0.0,0.0
upper,0.0,0.0,0.0,0.8124293785310734,0.0
matter,0.0,0.0,0.0,3.212429378531074,0.0
swing,0.0,1.0461264016309886,0.0,0.0,0.0
approximate,0.0,0.0,0.0,0.0,0.0
fix,0.0,0.0,0.0,0.824623352165725,0.12927502479837835
enclose,0.0,0.0,0.0,2.0983050847457623,0.0
solution,0.0,0.0,0.0,1.294915254237288,0.0
example,0.0,3.242864424057084,0.0,0.0,0.0
unchanged,0.0,1.4156472986748214,0.0,0.0,0.0
put,0.0,0.0,0.0,0.0,0.0
level,0.0,0.0,0.0,0.6259887005649716,0.0
experiment,0.0,0.8448012232415902,0.0,0.0,0.0
moon,0.0,1.8170234454638121,0.0,0.0,0.0
show,0.0,0.0,0.0,0.0,0.0
activity,0.0,0.0,0.35998129967274406,0.0,0.0
becomes,0.0,0.0,0.0,0.0,0.0
neither,0.0,0.0,0.0,0.0,0.0
rapidly,0.0,0.0,0.0,1.0779661016949151,0.0
frequently,0.0,0.0,0.0,0.126553672316384,0.0
none,0.0,0.0,0.0,0.0,0.0
vibrate,0.0,0.0,0.0,0.0,1.1553887954457236
something,0.0,0.0,0.0,0.0,0.0
radio,0.0,0.0,0.0,0.0,1.8657006080993654
read,0.0,1.2678389398572885,0.0,0.0,0.0
pool,0.0,0.0,0.0,1.8621468926553675,0.0
minimum,0.0,0.0,0.0,0.37401129943502803,0.0
frequency,0.0,0.0,0.0,0.0,2.3806443265622974
window,0.0,0.0,0.0,0.0,0.0
way,0.0,0.411569826707441,0.0,0.0,0.0
proton,0.0,0.0,3.9679756895745677,0.0,0.0
space,0.0,0.0,0.0,1.5740112994350286,0.0
person,0.0,0.0,0.0,0.0,0.143614956656747
safety,0.0,0.0,0.321411874707807,0.0,0.0
heater,0.0,0.0,0.0,1.0415254237288134,1.1198085133911242
repeat,0.0,0.0,0.594904160822814,0.0,0.0
uranium,0.0,0.0,3.4244974287050023,0.0,0.0
puddle,0.0,0.0,0.0,2.398870056497175,0.0
road,0.0,0.32301223241590205,0.0,0.0,0.0
weight,0.0,2.0453459480122325,0.0,0.00699152542372875,0.0
begin,0.0,0.2021215596330275,0.0,0.5690677966101695,0.0
equation,0.0,0.7677115188583079,0.5186418887330527,0.0,0.0
ultraviolet,0.0,0.0,0.0,0.0,3.7314012161987313
band,0.0,0.327471967380224,0.0,0.0,0.0
mass,0.0,1.516309887869521,0.0,0.07293271700051358,0.0
gravitational,0.0,3.4352701325178385,0.0,0.0,0.0
vibration,0.0,0.0,0.0,0.0,2.3845258118773445
hit,0.0,0.0,0.0,0.0022598870056495003,0.0
spectrum,0.0,0.0,0.0,0.0,3.2539785224479227
reach,0.0,0.0,0.0,0.0,0.4437831543537325
suggest,0.0,0.0,0.0,1.0022598870056496,0.0
fast,0.0,0.0,0.0,0.0,0.0
come,0.0,0.064984709480122,0.0,0.0,0.0
hole,0.0,0.0,0.0,1.1864406779661014,0.0
wind,0.0,1.7787971457696226,0.0,0.0,0.0
around,0.0,0.0,0.0,0.0,0.0
may,0.0,0.0,0.0,0.0,0.0
direct,0.0,0.0,0.0,0.0,1.1709147367059125
steam,0.0,0.224260958205912,0.0,0.0,0.0
pivot,0.0,2.8338430173292557,0.0,0.0,0.0
throughout,0.0,0.0,0.0,0.0,0.0
acceleration,0.0,2.90519877675841,0.0,0.0,0.0
exert,0.0,0.0,0.0,1.8067796610169489,0.0
isotope,0.0,0.0,5.0,0.0,0.0
controller,0.0,0.0,0.0,0.0,0.9949540690904385
investigation,0.0,0.0,0.0,0.0,0.0
people,0.0,0.0,0.0,0.0,0.0
dissipate,0.0,2.1253822629969417,0.0,0.0,0.0
ear,0.0,0.0,0.0,0.0,1.628930003881485
product,0.0,0.0,0.0,0.0,0.0
keep,0.0,0.0,0.0,0.0,0.0
see,0.0,0.0,0.0,0.0,0.0
regular,0.0,0.653669724770642,0.0,0.0,0.0
form,0.0,0.0,0.3583742402992052,0.0,0.6158623366541595
compress,0.0,0.0,0.0,2.7593220338983055,0.0
arrow,0.0,0.0,0.0,0.0,1.5500064691421913
flask,0.0,0.0,0.0,2.2903954802259885,0.0
decelerate,0.0,1.7864424057084605,0.0,0.0,0.0
generate,0.0,2.952344546381243,0.0,0.0,0.0
base,0.0,0.0,0.0,0.8169491525423724,0.0
know,0.0,0.0,0.0,0.0,0.0
separation,0.0,0.0,0.0,0.989830508474576,0.0
gain,0.0,1.6526503567787971,0.0,0.0,0.0
card,0.0,0.3886340468909275,0.0,0.0,0.0
dispersion,0.0,0.0,0.0,0.0,3.2526846940095746
top,0.0,0.0,0.0,0.0,0.0
uniform,0.0,0.57466870540265,0.0,0.0,0.0
coal,0.0,2.2171253822629966,0.0,0.0,0.0
rate,0.0,0.0,0.8536519581400366,0.028683181225554074,0.0
astronaut,0.0,1.215596330275229,0.0,0.0,0.0
give,0.0,0.0,0.0,0.0,0.0
solid,0.0,0.5026758409785932,0.0,0.3254237288135592,0.0
attach,0.0,0.0,0.0,0.917514124293785,0.0
oxygen,0.0,0.0,0.0,3.257627118644068,0.0
towards,0.0,0.0,0.0,0.0,0.0
diffract,0.0,0.0,0.0,0.0,2.780437314012162
react,0.0,0.0,0.0,2.707344632768362,0.0
gradually,0.0,0.0,0.0,1.545762711864407,0.0
fill,0.0,0.0,0.0,0.0,0.0
hydroelectric,0.0,2.4872579001019366,0.0,0.0,0.0
rather,0.0,0.0,0.0,0.0,0.0
sensor,0.0,0.0,0.0,0.0,3.1608228748867893
bread,0.0,0.0,0.0,1.1480225988700559,0.0
bench,0.0,0.0,0.0,0.3694915254237285,0.0
piston,0.0,0.0,0.0,1.510734463276836,0.0
constant,0.0,0.3536357458375806,0.0,0.7764218455743879,0.0
capacity,0.0,0.0,0.0,1.3242937853107346,0.0
rice,0.0,1.6755861365953106,0.0,0.0,0.0
particular,0.0,0.0,0.9420289855072466,0.0,0.0
section,0.0,0.471457696228338,0.0,0.0,0.0
white,0.0,0.0,0.0,0.0,1.4633199637728034
melting,0.0,0.0,0.0,2.380790960451977,0.0
refraction,0.0,0.0,0.0,0.0,3.5321516366929737
extension,0.0,0.951834862385321,0.0,0.0,0.0
require,0.0,0.0,0.0,1.7999999999999998,0.0
visible,0.0,0.0,0.0,0.0,2.3884072971923915
thermal,0.0,0.0,0.0,3.3129943502824863,0.0
child,0.0,0.9352701325178385,0.0,0.0,0.0
volume,0.0,0.0,0.0,2.1954802259887005,0.0
container,0.0,0.0,0.0,3.342372881355933,0.0
investigate,0.0,0.0,0.12388966806919101,0.0,0.0
cylinder,0.0,1.170291086193227,0.0,1.0163214061519146,0.0
run,0.0,1.0053516819571864,0.0,0.0,0.0
min,0.0,0.0,0.0,0.0,0.0
want,0.0,0.0,0.0,1.167231638418079,0.0
